,candidate_name,party,vote_count,pct,state,office_x,district,incumbent_from_results,last_name_x,Ballotpedia Page,State,District,Campaign Twitter,Official Twitter,Personal Twitter,Party,Incumbent?,Percent of Votes,office_y,Campaign Twitter_handle,Official Twitter_handle,Personal Twitter_handle,last_name_y,_m_full,_m_last,no_twitter
378,Danny Davis,Democrat,159234.0,1,Illinois,house,7,True,Davis,https://ballotpedia.org/Danny_K._Davis,Illinois,7.0,https://www.twitter.com/DannyKDavis7th,https://www.twitter.com/RepDannyDavis,,Democratic Party,True,0.522,house,@DannyKDavis7th,@RepDannyDavis,,Davis,both,,
380,Darian Drake,Libertarian,7280.0,0.023,Idaho,house,1,False,Drake,https://ballotpedia.org/Darian_Drake,Idaho,1.0,https://www.twitter.com/DarianDrake,,,Libertarian Party,False,0.025,house,@DarianDrake,,,Drake,both,,
381,Darin LaHood,Republican,194225.0,0.665,Illinois,house,16,True,LaHood,https://ballotpedia.org/Darin_LaHood,Illinois,16.0,https://www.twitter.com/DarinLaHoodIL,https://www.twitter.com/RepLaHood,,Republican Party,True,0.666,house,@DarinLaHoodIL,@RepLaHood,,LaHood,both,,
382,Darius Mayfield,Republican,71175.0,0.359,New Jersey,house,12,False,Mayfield,https://ballotpedia.org/Darius_Mayfield,New Jersey,12.0,https://www.twitter.com/Darius4America,,,Republican Party,False,0.391,house,@Darius4America,,,Mayfield,both,,
383,Darlene McDonald,Democrat,82181.0,0.323,Utah,house,4,False,McDonald,https://ballotpedia.org/Darlene_McDonald,Utah,4.0,https://www.twitter.com/VoteDarlene,,,Democratic Party,False,0.31,house,@VoteDarlene,,,McDonald,both,,
385,Darrell Issa,Republican,155171.0,0.604,California,house,48,True,Issa,https://ballotpedia.org/Darrell_Issa,California,48.0,https://www.twitter.com/DarrellIssa,https://www.twitter.com/repdarrellissa,,Republican Party,True,0.601,house,@DarrellIssa,@repdarrellissa,,Issa,both,,
387,Darren Bailey,Republican,1728204.0,0.428,Illinois,governor,,False,Bailey,,,,https://www.twitter.com/DarrenBaileyIL,,,,,,governor,@DarrenBaileyIL,,,Bailey,both,,
388,Darren Soto,Democrat,108541.0,0.536,Florida,house,9,True,Soto,https://ballotpedia.org/Darren_Soto,Florida,9.0,https://www.twitter.com/DarrenSoto,https://www.twitter.com/RepDarrenSoto,,Democratic Party,True,0.536,house,@DarrenSoto,@RepDarrenSoto,,Soto,both,,
389,Darrius Butler,Democrat,81886.0,0.314,Georgia,house,8,False,Butler,https://ballotpedia.org/Darrius_Butler,Georgia,8.0,https://www.twitter.com/revdbutler,,,Democratic Party,False,0.314,house,@revdbutler,,,Butler,both,,
390,Darryl Baber,Libertarian,3466.0,0.011,Nevada,house,2,False,Baber,https://ballotpedia.org/Darryl_Baber,Nevada,2.0,,,,Libertarian Party,False,0.011,house,,,,Baber,both,,
391,Daryl Scott,Democrat,89030.0,0.351,South Carolina,house,7,False,Scott,https://ballotpedia.org/Daryl_Scott,South Carolina,7.0,https://www.twitter.com/ScottForSC,,,Democratic Party,False,0.363,house,@ScottForSC,,,Scott,both,,
392,Daryl Simpson,Natural Law Party,4973.0,0.001,Michigan,governor,,False,Simpson,,,,https://www.twitter.com/DarylMSimpson,,https://www.twitter.com/migovernor2022,,,,governor,@DarylMSimpson,,@migovernor2022,Simpson,both,,
400,David Canepa,Democrat,86797.0,0.445,California,house,15,False,Canepa,https://ballotpedia.org/David_Canepa,California,15.0,https://www.twitter.com/davidcanepa,,,Democratic Party,False,0.439,house,@davidcanepa,,,Canepa,both,,
402,David Canny,Libertarian,4580.0,0.014,Michigan,house,8,False,Canny,https://ballotpedia.org/David_Canny,Michigan,8.0,,,,Libertarian Party,False,0.014,house,,,,Canny,both,,
403,David Cicilline,Democrat,100318.0,0.64,Rhode Island,house,1,True,Cicilline,https://ballotpedia.org/David_Cicilline,Rhode Island,1.0,https://www.twitter.com/davidcicilline,https://www.twitter.com/RepCicilline,,Democratic Party,True,0.638,house,@davidcicilline,@RepCicilline,,Cicilline,both,,
404,David Coatney,Libertarian,5515.0,0.017,North Carolina,house,11,False,Coatney,https://ballotpedia.org/David_Coatney,North Carolina,11.0,https://www.twitter.com/TheRealCoatney,,,Libertarian Party,False,0.017,house,@TheRealCoatney,,,Coatney,both,,
405,David Cook,Independent,714.0,0.007,New Jersey,house,8,False,Cook,https://ballotpedia.org/David_W._Cook_(New_Jersey),New Jersey,8.0,,,,Other,False,0.007,house,,,,Cook,both,,
406,David Delk,Progressive,10981.0,0.036,Oregon,house,3,False,Delk,https://ballotpedia.org/David_Delk_(Oregon),Oregon,3.0,,,,Progressive Party,False,0.031,house,,,,Delk,both,,
407,David Else,Democrat,34836.0,0.158,Nebraska,house,3,False,Else,https://ballotpedia.org/David_Else_(Nebraska),Nebraska,3.0,,,,Democratic Party,False,0.163,house,,,,Else,both,,
408,David Esrati,Democrat,98383.0,0.378,Ohio,house,10,False,Esrati,https://ballotpedia.org/David_Esrati,Ohio,10.0,https://www.twitter.com/Esrati,,,Democratic Party,False,0.378,house,@Esrati,,,Esrati,both,,
409,David Foster,Independent,3388.0,0.01,Virginia,house,1,False,Foster,https://ballotpedia.org/David_Bruce_Foster_(Virginia_congressional_candidate),Virginia,1.0,https://www.twitter.com/rsvptruth,,,Independent,False,0.01,house,@rsvptruth,,,Foster,both,,
410,David Frosch,Independent,9328.0,0.036,Oklahoma,house,5,False,Frosch,https://ballotpedia.org/David_Frosch,Oklahoma,5.0,https://www.twitter.com/FroschForOK,,,Independent,False,0.036,house,@FroschForOK,,,Frosch,both,,
411,David Galluch,Republican,109978.0,0.35,Pennsylvania,house,5,False,Galluch,https://ballotpedia.org/David_Galluch,Pennsylvania,5.0,https://www.twitter.com/DaveGalluchPA,,,Republican Party,False,0.357,house,@DaveGalluchPA,,,Galluch,both,,
412,David Graham,Libertarian,29168.0,0.029,Kansas,senate,,False,Graham,,,,,,,,,,senate,,,,Graham,both,,
415,David Harding,Working Class Party,17154.0,0.009,Maryland,governor,,False,Harding,,,,,,,,,,governor,,,,Harding,both,,
416,David Jones,Independent,708.0,0.004,Tennessee,house,4,False,Jones,https://ballotpedia.org/David_Leighton_Jones_(Tenessee_congressional_candidate),Tennessee,4.0,https://www.twitter.com/DavidJonesforTN,,,Independent,False,0.004,house,@DavidJonesforTN,,,Jones,both,,
417,David Joyce,Republican,180251.0,0.619,Ohio,house,14,True,Joyce,https://ballotpedia.org/David_Joyce,Ohio,14.0,https://www.twitter.com/DaveJoyceOH14,https://www.twitter.com/RepDaveJoyce,,Republican Party,True,0.619,house,@DaveJoyceOH14,@RepDaveJoyce,,Joyce,both,,
418,David Kim,Democrat,59223.0,0.488,California,house,34,False,Kim,https://ballotpedia.org/David_Kim_(California),California,34.0,https://www.twitter.com/DavidKimForCA,,,Democratic Party,False,0.488,house,@DavidKimForCA,,,Kim,both,,
419,David Kustoff,Republican,155556.0,0.739,Tennessee,house,8,True,Kustoff,https://ballotpedia.org/David_Kustoff,Tennessee,8.0,https://www.twitter.com/DavidKustoff,https://www.twitter.com/RepDavidKustoff,,Republican Party,True,0.74,house,@DavidKustoff,@RepDavidKustoff,,Kustoff,both,,
420,David Lashar,Libertarian,30101.0,0.015,Maryland,governor,,False,Lashar,,,,https://www.twitter.com/davidlashar,,,,,,governor,@davidlashar,,,Lashar,both,,
423,David Pinckney,Republican,25984.0,0.2,New Jersey,house,10,False,Pinckney,https://ballotpedia.org/David_Pinckney,New Jersey,10.0,,,,Republican Party,False,0.208,house,,,,Pinckney,both,,
426,David Roth,Democrat,169808.0,0.287,Idaho,senate,,False,Roth,,,,https://www.twitter.com/rothforidaho,,,,,,senate,@rothforidaho,,,Roth,both,,
427,David Rouzer,Republican,164047.0,0.577,North Carolina,house,7,True,Rouzer,https://ballotpedia.org/David_Rouzer,North Carolina,7.0,https://www.twitter.com/DavidRouzer,https://www.twitter.com/RepDavidRouzer,,Republican Party,True,0.578,house,@DavidRouzer,@RepDavidRouzer,,Rouzer,both,,
428,David Schmidt,Independent,1197.0,0.005,New Jersey,house,4,False,Schmidt,https://ballotpedia.org/David_Schmidt_(New_Jersey),New Jersey,4.0,,,,We the People,False,0.005,house,,,,Schmidt,both,,
429,David Schweikert,Republican,182336.0,0.504,Arizona,house,1,True,Schweikert,https://ballotpedia.org/David_Schweikert,Arizona,1.0,https://www.twitter.com/DavidSchweikert,https://www.twitter.com/RepDavid,,Republican Party,True,0.504,house,@DavidSchweikert,@RepDavid,,Schweikert,both,,
430,David Scott,Democrat,216388.0,0.818,Georgia,house,13,True,Scott,https://ballotpedia.org/David_Scott_(Georgia),Georgia,13.0,https://www.twitter.com/Electdavidscott,https://www.twitter.com/repdavidscott,,Democratic Party,True,0.818,house,@Electdavidscott,@repdavidscott,,Scott,both,,
431,David Torres,Democrat,111978.0,0.403,Colorado,house,5,False,Torres,https://ballotpedia.org/David_Torres_(Colorado),Colorado,5.0,https://www.twitter.com/Cd5Torres,,https://www.twitter.com/DMFT4CO,Democratic Party,False,0.406,house,@Cd5Torres,,@DMFT4CO,Torres,both,,
432,David Trone,Democrat,140295.0,0.547,Maryland,house,6,True,Trone,https://ballotpedia.org/David_Trone,Maryland,6.0,https://www.twitter.com/davidjtrone,https://www.twitter.com/repdavidtrone,,Democratic Party,True,0.506,house,@davidjtrone,@repdavidtrone,,Trone,both,,
433,David Valadao,Republican,52993.0,0.515,California,house,22,True,Valadao,https://ballotpedia.org/David_Valadao,California,22.0,https://www.twitter.com/dgvaladao,https://www.twitter.com/RepDavidValadao,,Republican Party,True,0.517,house,@dgvaladao,@RepDavidValadao,,Valadao,both,,
437,Dean Martilli,Republican,98386.0,0.384,Massachusetts,house,1,False,Martilli,https://ballotpedia.org/Dean_James_Martilli,Massachusetts,1.0,https://www.twitter.com/MartilliforRep,,,Republican Party,False,0.382,house,@MartilliforRep,,,Martilli,both,,
439,Dean Phillips,Democrat,198883.0,0.596,Minnesota,house,3,True,Phillips,https://ballotpedia.org/Dean_Phillips,Minnesota,3.0,https://www.twitter.com/deanbphillips,https://www.twitter.com/RepDeanPhillips,,Democratic Party,True,0.596,house,@deanbphillips,@RepDeanPhillips,,Phillips,both,,
440,Dean Tran,Republican,88585.0,0.364,Massachusetts,house,3,False,Tran,https://ballotpedia.org/Dean_Tran,Massachusetts,3.0,https://www.twitter.com/DeanTranMA3,,,Republican Party,False,0.377,house,@DeanTranMA3,,,Tran,both,,
442,Debbie Dingell,Democrat,241759.0,0.659,Michigan,house,6,True,Dingell,https://ballotpedia.org/Debbie_Dingell,Michigan,6.0,https://www.twitter.com/debdingell,https://www.twitter.com/RepDebDingell,,Democratic Party,True,0.634,house,@debdingell,@RepDebDingell,,Dingell,both,,
443,Debbie Lesko,Republican,197555.0,0.965,Arizona,house,8,True,Lesko,https://ballotpedia.org/Debbie_Lesko,Arizona,8.0,https://www.twitter.com/DebbieLesko,https://www.twitter.com/RepDLesko,,Republican Party,True,1.0,house,@DebbieLesko,@RepDLesko,,Lesko,both,,
444,Debbie Schultz,Democrat,129113.0,0.551,Florida,house,25,True,Schultz,https://ballotpedia.org/Debbie_Wasserman_Schultz,Florida,25.0,https://www.twitter.com/DWStweets,https://www.twitter.com/RepDWStweets,,Democratic Party,True,0.551,house,@DWStweets,@RepDWStweets,,Schultz,both,,
446,Deborah Ross,Democrat,190714.0,0.647,North Carolina,house,2,True,Ross,https://ballotpedia.org/Deborah_Ross,North Carolina,2.0,https://www.twitter.com/DeborahRossNC,https://www.twitter.com/RepDeborahRoss,,Democratic Party,True,0.644,house,@DeborahRossNC,@RepDeborahRoss,,Ross,both,,
447,Deborah Rouse,Independent,3766.0,0.002,Tennessee,governor,,False,Rouse,,,,,,,,,,governor,,,,Rouse,both,,
449,Deidre DeJear,Democrat,482978.0,0.395,Iowa,governor,,False,DeJear,,,,https://www.twitter.com/DeidreDeJear,,,,,,governor,@DeidreDeJear,,,DeJear,both,,
450,Delia Ramirez,Democrat,114562.0,0.674,Illinois,house,3,False,Ramirez,https://ballotpedia.org/Delia_Ramirez,Illinois,3.0,https://www.twitter.com/Delia4Congress,https://www.twitter.com/repdeliaramirez,,Democratic Party,False,0.667,house,@Delia4Congress,@repdeliaramirez,,Ramirez,both,,
451,Delilah Barrios,Green,28584.0,0.004,Texas,governor,,False,Barrios,,,,https://www.twitter.com/DelilahforTexas,,,,,,governor,@DelilahforTexas,,,Barrios,both,,
452,Dennis Clark,Independent,1160.0,0.009,Tennessee,house,9,False,Clark,https://ballotpedia.org/Dennis_Clark_(Tennessee_congressional_candidate),Tennessee,9.0,,,https://www.twitter.com/dennisdacomic,Independent,False,0.009,house,,,@dennisdacomic,Clark,both,,
453,Dennis Misigoy,Libertarian,32177.0,0.004,Florida,senate,,False,Misigoy,,,,https://www.twitter.com/DennisMisigoy,,,,,,senate,@DennisMisigoy,,,Misigoy,both,,
454,Dennis Pyle,Independent,20059.0,0.02,Kansas,governor,,False,Pyle,,,,,,https://www.twitter.com/DennisPyle,,,,governor,,,@DennisPyle,Pyle,both,,
456,Derek Kilmer,Democrat,208710.0,0.6,Washington,house,6,True,Kilmer,https://ballotpedia.org/Derek_Kilmer,Washington,6.0,https://www.twitter.com/DerekKilmer,https://www.twitter.com/RepDerekKilmer,,Democratic Party,True,0.618,house,@DerekKilmer,@RepDerekKilmer,,Kilmer,both,,
457,Derek Marshall,Democrat,65908.0,0.39,California,house,23,False,Marshall,https://ballotpedia.org/Derek_Marshall,California,23.0,https://www.twitter.com/DerekMarshallCA,,,Democratic Party,False,0.394,house,@DerekMarshallCA,,,Marshall,both,,
458,Derek Schmidt,Republican,471563.0,0.473,Kansas,governor,,False,Schmidt,,,,https://www.twitter.com/DerekSchmidtKS,,,,,,governor,@DerekSchmidtKS,,,Schmidt,both,,
459,Derrick Brantley,Independent,2083.0,0.009,Tennessee,house,5,False,Brantley,https://ballotpedia.org/Derrick_Brantley,Tennessee,5.0,https://www.twitter.com/dbfortn,,,Independent,False,0.009,house,@dbfortn,,,Brantley,both,,
460,Derrick Orden,Republican,164743.0,0.518,Wisconsin,house,3,False,Orden,https://ballotpedia.org/Derrick_Van_Orden,Wisconsin,3.0,https://www.twitter.com/derrickvanorden,,,Republican Party,False,0.52,house,@derrickvanorden,,,Orden,both,,
461,Desi Cuellar,Conservative,2128.0,0.019,New York,house,14,False,Cuellar,https://ballotpedia.org/Desi_Cuellar,New York,14.0,https://www.twitter.com/desijcuellar,,,Conservative Party,False,0.019,house,@desijcuellar,,,Cuellar,both,,
463,Diana DeGette,Democrat,226929.0,0.803,Colorado,house,1,True,DeGette,https://ballotpedia.org/Diana_DeGette,Colorado,1.0,https://www.twitter.com/DeGette5280,https://www.twitter.com/RepDianaDeGette,,Democratic Party,True,0.8,house,@DeGette5280,@RepDianaDeGette,,DeGette,both,,
464,Diana Harshbarger,Republican,147153.0,0.783,Tennessee,house,1,True,Harshbarger,https://ballotpedia.org/Diana_Harshbarger,Tennessee,1.0,https://www.twitter.com/DHarshbargerTN1,https://www.twitter.com/RepHarshbarger,,Republican Party,True,0.783,house,@DHarshbargerTN1,@RepHarshbarger,,Harshbarger,both,,
467,Diane Sare,Independent,25653.0,0.005,New York,senate,,False,Sare,,,,https://www.twitter.com/DianeSare,,,,,,senate,@DianeSare,,,Sare,both,,
468,Dianne Black,Democrat,45218.0,0.27,Mississippi,house,1,False,Black,https://ballotpedia.org/Dianne_Black,Mississippi,1.0,https://www.twitter.com/Dianne4Congress,,,Democratic Party,False,0.287,house,@Dianne4Congress,,,Black,both,,
469,Dina Titus,Democrat,115700.0,0.516,Nevada,house,1,True,Titus,https://ballotpedia.org/Dina_Titus,Nevada,1.0,https://www.twitter.com/dinatitus,https://www.twitter.com/repdinatitus,,Democratic Party,True,0.507,house,@dinatitus,@repdinatitus,,Titus,both,,
471,Don Bacon,Republican,112663.0,0.513,Nebraska,house,2,True,Bacon,https://ballotpedia.org/Don_Bacon,Nebraska,2.0,https://www.twitter.com/DonJBacon,https://www.twitter.com/repdonbacon,,Republican Party,True,0.522,house,@DonJBacon,@repdonbacon,,Bacon,both,,
473,Donald Beyer Jr.,Democrat,197760.0,0.735,Virginia,house,8,True,Jr.,https://ballotpedia.org/Don_Beyer,Virginia,8.0,https://www.twitter.com/DonBeyerVA,https://www.twitter.com/RepDonBeyer,,Democratic Party,True,0.734,house,@DonBeyerVA,@RepDonBeyer,,Jr.,both,,
475,Donald Davis,Democrat,134996.0,0.524,North Carolina,house,1,False,Davis,https://ballotpedia.org/Donald_Davis,North Carolina,1.0,https://www.twitter.com/DonDavisNC,https://www.twitter.com/dondavis34,,Democratic Party,False,0.523,house,@DonDavisNC,@dondavis34,,Davis,both,,
479,Donald Norcross,Democrat,139559.0,0.623,New Jersey,house,1,True,Norcross,https://ballotpedia.org/Donald_Norcross,New Jersey,1.0,https://www.twitter.com/DonNorcross4NJ,https://www.twitter.com/DonaldNorcross,,Democratic Party,True,0.65,house,@DonNorcross4NJ,@DonaldNorcross,,Norcross,both,,
480,Donald Payne Jr.,Democrat,100644.0,0.776,New Jersey,house,10,True,Jr.,https://ballotpedia.org/Donald_Payne_Jr.,New Jersey,10.0,https://www.twitter.com/DonaldPayneJr,https://www.twitter.com/RepDonaldPayne,,Democratic Party,True,0.768,house,@DonaldPayneJr,@RepDonaldPayne,,Jr.,both,,
482,Donice Smith,Constitution,8052.0,0.004,Oregon,governor,,False,Smith,,,,,,,,,,governor,,,,Smith,both,,
483,Donna Brandenburg,U.S. Taxpayers Party,16246.0,0.004,Michigan,governor,,False,Brandenburg,,,,https://www.twitter.com/brandenburg4mi,,,,,,governor,@brandenburg4mi,,,Brandenburg,both,,
485,Donnie Palmer,Republican,27129.0,0.151,Massachusetts,house,7,False,Palmer,https://ballotpedia.org/Donnie_Palmer,Massachusetts,7.0,https://www.twitter.com/Donnieplmr,,,Republican Party,False,0.151,house,@Donnieplmr,,,Palmer,both,,
486,Doris Matsui,Democrat,150618.0,0.683,California,house,7,True,Matsui,https://ballotpedia.org/Doris_Matsui,California,7.0,https://www.twitter.com/Matsui4Congress,https://www.twitter.com/DorisMatsui,,Democratic Party,True,0.657,house,@Matsui4Congress,@DorisMatsui,,Matsui,both,,
487,Doug LaMalfa,Republican,152839.0,0.621,California,house,1,True,LaMalfa,https://ballotpedia.org/Doug_LaMalfa,California,1.0,https://www.twitter.com/DougLaMalfa,https://www.twitter.com/RepLaMalfa,,Republican Party,True,0.594,house,@DougLaMalfa,@RepLaMalfa,,LaMalfa,both,,
488,Doug Lamborn,Republican,155528.0,0.56,Colorado,house,5,True,Lamborn,https://ballotpedia.org/Doug_Lamborn,Colorado,5.0,https://www.twitter.com/DougLambornCD5,https://www.twitter.com/RepDLamborn,,Republican Party,True,0.561,house,@DougLambornCD5,@RepDLamborn,,Lamborn,both,,
489,Doug Mastriano,Republican,2238186.0,0.417,Pennsylvania,governor,,False,Mastriano,,,,https://www.twitter.com/dougmastriano,,,,,,governor,@dougmastriano,,,Mastriano,both,,
491,Doug White,Democrat,70710.0,0.312,Washington,house,4,False,White,https://ballotpedia.org/Doug_White,Washington,4.0,https://www.twitter.com/DougCongress,,,Democratic Party,False,0.309,house,@DougCongress,,,White,both,,
492,Douglas Alexander,Independent,7689.0,0.02,Wisconsin,house,2,False,Alexander,https://ballotpedia.org/Douglas_Alexander_(Wisconsin),Wisconsin,2.0,,,https://www.twitter.com/DouglasWI1957,Independent,False,0.02,house,,,@DouglasWI1957,Alexander,both,,
493,Douglas Basler,Republican,67631.0,0.282,Washington,house,9,False,Basler,https://ballotpedia.org/Doug_Basler,Washington,9.0,https://www.twitter.com/dougbasler,,,Republican Party,False,0.288,house,@dougbasler,,,Basler,both,,
494,Douglas Bell,Independent,3831.0,0.02,Alabama,house,3,False,Bell,https://ballotpedia.org/Douglas_Bell,Alabama,3.0,,,,Independent,False,0.02,house,,,,Bell,both,,
495,Douglas Brower,Republican,79029.0,0.256,California,house,2,False,Brower,https://ballotpedia.org/Douglas_Brower,California,2.0,,,,Republican Party,False,0.281,house,,,,Brower,both,,
498,Drew Ferguson,Republican,213524.0,0.687,Georgia,house,3,True,Ferguson,https://ballotpedia.org/Drew_Ferguson,Georgia,3.0,https://www.twitter.com/DrewFergusonGA,https://www.twitter.com/RepDrewFerguson,,Republican Party,True,0.688,house,@DrewFergusonGA,@RepDrewFerguson,,Ferguson,both,,
500,Duke Aiona,Republican,152237.0,0.368,Hawaii,governor,,False,Aiona,,,,https://www.twitter.com/DukeAiona2022,,,,,,governor,@DukeAiona2022,,,Aiona,both,,
501,Duke Buckner,Republican,79879.0,0.379,South Carolina,house,6,False,Buckner,https://ballotpedia.org/Duke_Buckner,South Carolina,6.0,,,,Republican Party,False,0.385,house,,,,Buckner,both,,
502,Duncan Klussmann,Democrat,92302.0,0.355,Texas,house,38,False,Klussmann,https://ballotpedia.org/Duncan_Klussmann,Texas,38.0,https://www.twitter.com/DuncanForTX,,,Democratic Party,False,0.35,house,@DuncanForTX,,,Klussmann,both,,
504,Dutch Ruppersberger,Democrat,158998.0,0.592,Maryland,house,2,True,Ruppersberger,https://ballotpedia.org/Dutch_Ruppersberger,Maryland,2.0,https://www.twitter.com/GoDutchForMD,https://www.twitter.com/Call_Me_Dutch,,Democratic Party,True,0.535,house,@GoDutchForMD,@Call_Me_Dutch,,Ruppersberger,both,,
505,Dwight Evans,Democrat,251116.0,0.951,Pennsylvania,house,3,True,Evans,https://ballotpedia.org/Dwight_Evans,Pennsylvania,3.0,https://www.twitter.com/DwightEvansPA,https://www.twitter.com/RepDwightEvans,,Democratic Party,True,0.955,house,@DwightEvansPA,@RepDwightEvans,,Evans,both,,
507,Earl Blumenauer,Democrat,212121.0,0.7,Oregon,house,3,True,Blumenauer,https://ballotpedia.org/Earl_Blumenauer,Oregon,3.0,https://www.twitter.com/repblumenauer,,,Democratic Party,True,0.696,house,@repblumenauer,,,Blumenauer,both,,
508,Earl Carter,Republican,156128.0,0.591,Georgia,house,1,True,Carter,"https://ballotpedia.org/Earl_""Buddy""_Carter",Georgia,1.0,https://www.twitter.com/Buddy_Carter,https://www.twitter.com/RepBuddyCarter,,Republican Party,True,0.583,house,@Buddy_Carter,@RepBuddyCarter,,Carter,both,,
510,Ed Case,Democrat,143546.0,0.737,Hawaii,house,1,True,Case,https://ballotpedia.org/Ed_Case,Hawaii,1.0,https://www.twitter.com/EdCaseHawaii,https://www.twitter.com/RepEdCase,,Democratic Party,True,0.772,house,@EdCaseHawaii,@RepEdCase,,Case,both,,
511,Ed Hershey,Working Class Party,4483.0,0.034,Illinois,house,4,False,Hershey,https://ballotpedia.org/Ed_Hershey,Illinois,4.0,,,,Working Class Party,False,0.034,house,,,,Hershey,both,,
513,Ed Thelander,Republican,129172.0,0.371,Maine,house,1,False,Thelander,https://ballotpedia.org/Ed_Thelander,Maine,1.0,https://www.twitter.com/EdForMaine,,,Republican Party,,,house,@EdForMaine,,,Thelander,both,,
519,Elaine Luria,Democrat,143219.0,0.482,Virginia,house,2,True,Luria,https://ballotpedia.org/Elaine_Luria,Virginia,2.0,https://www.twitter.com/ElaineLuriaVA,https://www.twitter.com/RepElaineLuria,,Democratic Party,True,0.479,house,@ElaineLuriaVA,@RepElaineLuria,,Luria,both,,
520,Eli Crane,Republican,174169.0,0.539,Arizona,house,2,False,Crane,https://ballotpedia.org/Eli_Crane,Arizona,2.0,https://www.twitter.com/EliCraneAZ,,https://www.twitter.com/EliCrane_CEO,Republican Party,False,0.54,house,@EliCraneAZ,,@EliCrane_CEO,Crane,both,,
521,Elijah Gizzarelli,Libertarian,2811.0,0.008,Rhode Island,governor,,False,Gizzarelli,,,,https://www.twitter.com/ElijahJon,,,,,,governor,@ElijahJon,,,Gizzarelli,both,,
522,Elise Stefanik,Republican,165634.0,0.594,New York,house,21,True,Stefanik,https://ballotpedia.org/Elise_Stefanik,New York,21.0,https://www.twitter.com/EliseStefanik,https://www.twitter.com/RepStefanik,,Republican Party,True,0.597,house,@EliseStefanik,@RepStefanik,,Stefanik,both,,
524,Elissa Slotkin,Democrat,192809.0,0.517,Michigan,house,7,True,Slotkin,https://ballotpedia.org/Elissa_Slotkin,Michigan,7.0,https://www.twitter.com/ElissaSlotkin,https://www.twitter.com/RepSlotkin,,Democratic Party,True,0.515,house,@ElissaSlotkin,@RepSlotkin,,Slotkin,both,,
526,Elizabeth Haderlein,Democrat,97785.0,0.335,Illinois,house,16,False,Haderlein,https://ballotpedia.org/Elizabeth_Haderlein,Illinois,16.0,https://www.twitter.com/LisaHaderlein,,,Democratic Party,False,0.334,house,@LisaHaderlein,,,Haderlein,both,,
527,Elizabeth Joy,Republican,129470.0,0.45,New York,house,20,False,Joy,https://ballotpedia.org/Elizabeth_Joy,New York,20.0,https://www.twitter.com/LizLemeryJoy,,,Republican Party,False,0.452,house,@LizLemeryJoy,,,Joy,both,,
528,Elizabeth Krause,Democrat,117371.0,0.378,Nevada,house,2,False,Krause,https://ballotpedia.org/Elizabeth_Mercedes_Krause,Nevada,2.0,https://www.twitter.com/mercedes4nevada,,,Democratic Party,False,0.341,house,@mercedes4nevada,,,Krause,both,,
529,Elizabeth Kreiselmaier,Republican,138754.0,0.399,Washington,house,6,False,Kreiselmaier,https://ballotpedia.org/Elizabeth_Kreiselmaier,Washington,6.0,https://www.twitter.com/cleanupthehouse,,,Republican Party,False,0.381,house,@cleanupthehouse,,,Kreiselmaier,both,,
532,Emanuel Cleaver,Democrat,140688.0,0.61,Missouri,house,5,True,Cleaver,https://ballotpedia.org/Emanuel_Cleaver,Missouri,5.0,https://www.twitter.com/Vote4Cleaver,https://www.twitter.com/repcleaver,,Democratic Party,True,0.583,house,@Vote4Cleaver,@repcleaver,,Cleaver,both,,
533,Emilia Sykes,Democrat,146621.0,0.526,Ohio,house,13,False,Sykes,https://ballotpedia.org/Emilia_Sykes,Ohio,13.0,https://www.twitter.com/EmiliaSykesOH,,,Democratic Party,False,0.525,house,@EmiliaSykesOH,,,Sykes,both,,
535,Emma Pohlman,Green,4142.0,0.01,Hawaii,senate,,False,Pohlman,,,,,,https://www.twitter.com/EmmaJaneHawaii,,,,senate,,,@EmmaJaneHawaii,Pohlman,both,,
536,Eric Antisell,Independent,534.0,0.003,New Jersey,house,6,False,Antisell,https://ballotpedia.org/Eric_Antisell,New Jersey,6.0,https://www.twitter.com/EricAntisell,,,Move Everyone Forward,False,0.001,house,@EricAntisell,,,Antisell,both,,
537,Eric Brewer,Republican,46862.0,0.224,Ohio,house,11,False,Brewer,https://ballotpedia.org/Eric_Brewer,Ohio,11.0,https://www.twitter.com/EricJBrewerCle,,,Republican Party,False,0.22,house,@EricJBrewerCle,,,Brewer,both,,
538,Eric Burlison,Republican,178592.0,0.709,Missouri,house,7,False,Burlison,https://ballotpedia.org/Eric_Burlison,Missouri,7.0,https://www.twitter.com/EricBurlison,,,Republican Party,False,0.721,house,@EricBurlison,,,Burlison,both,,
539,Eric Carlson,Republican,77998.0,0.335,Illinois,house,1,False,Carlson,https://ballotpedia.org/Eric_Carlson,Illinois,1.0,https://www.twitter.com/EricCarlsonIL01,,,Republican Party,False,0.345,house,@EricCarlsonIL01,,,Carlson,both,,
540,Eric Ching,Republican,73051.0,0.419,California,house,38,False,Ching,https://ballotpedia.org/Eric_Ching,California,38.0,https://www.twitter.com/EricChing4CD38,,,Republican Party,False,0.449,house,@EricChing4CD38,,,Ching,both,,
541,Eric Lynn,Democrat,153876.0,0.451,Florida,house,13,False,Lynn,https://ballotpedia.org/Eric_Lynn,Florida,13.0,https://www.twitter.com/EricLynnFL,,,Democratic Party,False,0.451,house,@EricLynnFL,,,Lynn,both,,
